rsection,rbeg_chg,rend_chg,rlength,rdir,BEGLAT,BEGLONG,ENDLAT,ENDLONG,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10
610488,0.538,0.398,0.14,6,0.430823881,0.955871181,0.430805177,0.955858333,2064_2,6,3,610488,,,,,,
610488,0.398,0.082,0.316,6,0.430805177,0.955858333,0.43078822,0.955821413,2064_1,6,3,610488,,,,,,
610498,0.681,0.467,0.214,6,0.430673496,0.955613199,0.430654279,0.955643427,2065_3,6,3,610498,,,,,,
610498,0.467,0.253,0.214,6,0.430654279,0.955643427,0.430635099,0.955673782,2065_2,6,3,610498,,,,,,
610498,0.253,0,0.253,6,0.430635099,0.955673782,0.430612361,0.955709684,2065_1,6,3,610498,,,,,,
610508,0.115,0.038,0.077,6,0.430844223,0.955861012,0.430834115,0.955853821,2066_2,6,3,610508,,,,,,
610508,0.038,0,0.038,6,0.430834115,0.955853821,0.430829096,0.955850347,2066_1,6,3,610508,,,,,,
610518,0.682,0.467,0.215,6,0.43070323,0.955635738,0.430684015,0.955666218,2067_3,6,3,610518,,,,,,
610518,0.467,0.254,0.213,6,0.430684015,0.955666218,0.430664922,0.95569635,2067_2,6,3,610518,,,,,,
610518,0.254,0,0.254,6,0.430664922,0.95569635,0.430642208,0.955732351,2067_1,6,3,610518,,,,,,
610528,0.428,0.214,0.214,6,0.430720649,0.955648894,0.43070145,0.955679287,2069_2,6,3,610528,,,,,,
610528,0.214,0,0.214,6,0.43070145,0.955679287,0.430682423,0.955709646,2069_1,6,3,610528,,,,,,
610538,0.205,0.076,0.129,6,0.430875075,0.955873901,0.430857904,0.95586192,2070_2,6,3,610538,,,,,,
610538,0.076,0,0.076,6,0.430857904,0.95586192,0.430847782,0.955854905,2070_1,6,3,610538,,,,,,
610548,0.254,0,0.254,6,0.430684353,0.955711488,0.430662551,0.955747768,2071,6,3,610548,,,,,,
610558,0.46,0.23,0.23,6,0.430547391,0.955562538,0.430577266,0.955585106,2075_2,6,3,610558,,,,,,
610558,0.23,0,0.23,6,0.430577266,0.955585106,0.430607074,0.95560765,2075_1,6,3,610558,,,,,,
610568,0.46,0.23,0.23,6,0.430684015,0.955666218,0.430654279,0.955643427,2077_2,6,3,610568,,,,,,
610568,0.23,0,0.23,6,0.430654279,0.955643427,0.43062455,0.955620693,2077_1,6,3,610568,,,,,,
610578,0.1,0,0.1,6,0.430766908,0.955745524,0.430754009,0.955735764,2078-1,6,3,610578,,,,,,
610588,2.689,2.476,0.213,6,0.430780289,0.955694169,0.430761202,0.955724378,2078_17,6,3,610588,,,,,,
610588,2.476,2.396,0.08,6,0.430761202,0.955724378,0.430754009,0.955735764,2078_16,6,3,610588,,,,,,
610588,2.396,2.235,0.161,6,0.430754009,0.955735764,0.430738677,0.955752097,2078_15,6,3,610588,,,,,,
610588,2.235,2.03,0.205,6,0.430738677,0.955752097,0.430712137,0.955732044,2078_14,6,3,610588,,,,,,
610588,2.03,1.817,0.213,6,0.430712137,0.955732044,0.430684353,0.955711488,2078_13,6,3,610588,,,,,,
610588,1.817,1.8,0.017,6,0.430684353,0.955711488,0.430682423,0.955709646,2078_12,6,3,610588,,,,,,
610588,1.8,1.665,0.135,6,0.430682423,0.955709646,0.430664922,0.95569635,2078_11,6,3,610588,,,,,,
610588,1.665,1.435,0.23,6,0.430664922,0.95569635,0.430635099,0.955673782,2078_10,6,3,610588,,,,,,
610588,1.435,1.205,0.23,6,0.430635099,0.955673782,0.430605276,0.955651201,2078_9,6,3,610588,,,,,,
610588,1.205,1.071,0.134,6,0.430605276,0.955651201,0.430587935,0.955638,2078_8,6,3,610588,,,,,,
610588,1.071,1.047,0.024,6,0.430587935,0.955638,0.430584756,0.955635634,2078_7,6,3,610588,,,,,,
610588,1.047,0.841,0.206,6,0.430584756,0.955635634,0.430558093,0.955615395,2078_6,6,3,610588,,,,,,
610588,0.841,0.635,0.206,6,0.430558093,0.955615395,0.430531366,0.955595222,2078_5,6,3,610588,,,,,,
610588,0.635,0.403,0.232,6,0.430531366,0.955595222,0.430547391,0.955562538,2078_4,6,3,610588,,,,,,
610588,0.403,0.188,0.215,6,0.430547391,0.955562538,0.430566683,0.955532146,2078_3,6,3,610588,,,,,,
610588,0.188,0.086,0.102,6,0.430566683,0.955532146,0.430575822,0.95551771,2078_2,6,3,610588,,,,,,
610588,0.086,0,0.086,6,0.430575822,0.95551771,0.430583536,0.955505523,2078_1,6,3,610588,,,,,,
610618,0.46,0.23,0.23,6,0.430761202,0.955724378,0.430731313,0.955701825,2079_2,6,3,610618,,,,,,
610618,0.23,0,0.23,6,0.430731313,0.955701825,0.43070145,0.955679287,2079_1,6,3,610618,,,,,,
610628,0.167,0,0.167,6,0.430805177,0.955858333,0.430790926,0.955882567,2081,6,3,610628,,,,,,
610638,0.167,0,0.167,6,0.430848391,0.955829537,0.430834115,0.955853821,2082,6,3,610638,,,,,,
610648,0.169,0,0.169,6,0.430823881,0.955871181,0.430809492,0.955895597,2083,6,3,610648,,,,,,
610658,0.213,0.057,0.156,6,0.430832879,0.955880128,0.43081965,0.955902798,2084_2,6,3,610658,,,,,,
610658,0.057,0,0.057,6,0.43081965,0.955902798,0.430814884,0.955911036,2084_1,6,3,610658,,,,,,
610668,0.507,0.381,0.126,6,0.430858463,0.955836577,0.430847782,0.955854905,2084_5,6,3,610668,,,,,,
610668,0.381,0.339,0.042,6,0.430847782,0.955854905,0.430844223,0.955861012,2084_4,6,3,610668,,,,,,
610668,0.339,0.213,0.126,6,0.430844223,0.955861012,0.430832344,0.955877005,2084_3,6,3,610668,,,,,,
610678,0.331,0.169,0.162,6,0.430857904,0.95586192,0.430844135,0.955885386,2085_2,6,3,610678,,,,,,
610678,0.169,0,0.169,6,0.430844135,0.955885386,0.430829755,0.955909864,2085_1,6,3,610678,,,,,,
610688,0.288,0.126,0.162,6,0.430861398,0.955897435,0.430875075,0.955873901,2087_2,6,3,610688,,,,,,
610688,0.126,0,0.126,6,0.430875075,0.955873901,0.430885823,0.95585559,2087_1,6,3,610688,,,,,,
610698,0.137,0,0.137,6,0.430749906,0.955836504,0.43074093,0.95585749,2088-1,6,3,610698,,,,,,
610708,1.625,1.369,0.256,6,0.430738677,0.955752097,0.430715843,0.955788261,2088_7,6,3,610708,,,,,,
610708,1.369,1.362,0.007,6,0.430715843,0.955788261,0.430715266,0.955789261,2088_6,6,3,610708,,,,,,
610708,1.362,0.922,0.44,6,0.430715266,0.955789261,0.4307228,0.955843829,2088_5,6,3,610708,,,,,,
610708,0.922,0.782,0.14,6,0.4307228,0.955843829,0.43074093,0.95585749,2088_4,6,3,610708,,,,,,
610708,0.782,0.565,0.217,6,0.43074093,0.95585749,0.430767399,0.955880548,2088_3,6,3,610708,,,,,,
610708,0.565,0.214,0.351,6,0.430767399,0.955880548,0.430814884,0.955911036,2088_2,6,3,610708,,,,,,
610708,0.214,0.137,0.077,6,0.430814884,0.955911036,0.430824205,0.955919461,2088_1,6,3,610708,,,,,,
619198,0.202,0,0.202,6,0.430326442,0.955820272,0.430300196,0.955800541,4102,6,3,619198,,,,,,
619208,0.228,0,0.228,6,0.430317223,0.955834897,0.430287679,0.955812673,4103,6,3,619208,,,,,,
620828,1.153,0.924,0.229,6,0.430449254,0.955769452,0.430419561,0.95574706,482_4,6,3,620828,,,,,,
620828,0.924,0.705,0.219,6,0.430419561,0.95574706,0.430391113,0.955725591,482_3,6,3,620828,,,,,,
620828,0.705,0.476,0.229,6,0.430391113,0.955725591,0.430361425,0.955703227,482_2,6,3,620828,,,,,,
620828,0.476,0,0.476,6,0.430361425,0.955703227,0.430299666,0.955656732,482_1,6,3,620828,,,,,,
620838,0.677,0.448,0.229,6,0.43054726,0.955843268,0.430517522,0.955820891,483_3,6,3,620838,,,,,,
620838,0.448,0.229,0.219,6,0.430517522,0.955820891,0.430489077,0.955799456,483_2,6,3,620838,,,,,,
620838,0.229,0,0.229,6,0.430489077,0.955799456,0.430459391,0.955777091,483_1,6,3,620838,,,,,,
623218,2.139,1.673,0.466,6,0.430583481,0.95600043,0.43052527,0.955951354,641_7,6,3,623218,,,,,,
623218,1.673,1.432,0.241,6,0.43052527,0.955951354,0.430495071,0.955926223,641_6,6,3,623218,,,,,,
623218,1.432,1.077,0.355,6,0.430495071,0.955926223,0.430449209,0.955891314,641_5,6,3,623218,,,,,,
623218,1.077,0.72,0.357,6,0.430449209,0.955891314,0.430402933,0.955856363,641_4,6,3,623218,,,,,,
623218,0.72,0.336,0.384,6,0.430402933,0.955856363,0.430353072,0.955818787,641_3,6,3,623218,,,,,,
623218,0.336,0.201,0.135,6,0.430353072,0.955818787,0.430335577,0.955805604,641_2,6,3,623218,,,,,,
623218,0.201,0,0.201,6,0.430335577,0.955805604,0.4303094,0.955785976,641_1,6,3,623218,,,,,,
623268,0.402,0.255,0.147,6,0.430539418,0.95593129,0.43052527,0.955951354,642_3,6,3,623268,,,,,,
623268,0.255,0.125,0.13,6,0.43052527,0.955951354,0.430512805,0.955969058,642_2,6,3,623268,,,,,,
623268,0.125,0,0.125,6,0.430512805,0.955969058,0.43050077,0.955986166,642_1,6,3,623268,,,,,,
623278,1.924,1.457,0.467,6,0.430559006,0.956035234,0.43050077,0.955986166,643_6,6,3,623278,,,,,,
623278,1.457,1.23,0.227,6,0.43050077,0.955986166,0.430472261,0.955962419,643_5,6,3,623278,,,,,,
623278,1.23,0.882,0.348,6,0.430472261,0.955962419,0.430427261,0.95592808,643_4,6,3,623278,,,,,,
623278,0.882,0.519,0.363,6,0.430427261,0.95592808,0.430380163,0.955892548,643_3,6,3,623278,,,,,,
623278,0.519,0.135,0.384,6,0.430380163,0.955892548,0.430330321,0.955854979,643_2,6,3,623278,,,,,,
623278,0.135,0,0.135,6,0.430330321,0.955854979,0.430312852,0.955841808,643_1,6,3,623278,,,,,,
623528,0.41,0.279,0.131,6,0.430629285,0.955915167,0.430616637,0.955933119,646_3,6,3,623528,,,,,,
623528,0.279,0.147,0.132,6,0.430616637,0.955933119,0.430603968,0.95595108,646_2,6,3,623528,,,,,,
623528,0.147,0,0.147,6,0.430603968,0.95595108,0.430589865,0.955971121,646_1,6,3,623528,,,,,,
624068,1.153,0.924,0.229,6,0.430436893,0.955789101,0.430407227,0.955766651,647_4,6,3,624068,,,,,,
624068,0.924,0.705,0.219,6,0.430407227,0.955766651,0.430378867,0.955745249,647_3,6,3,624068,,,,,,
624068,0.705,0.476,0.229,6,0.430378867,0.955745249,0.430349114,0.955722819,647_2,6,3,624068,,,,,,
624068,0.476,0,0.476,6,0.430349114,0.955722819,0.430287352,0.955676275,647_1,6,3,624068,,,,,,
624078,0.467,0,0.467,6,0.43057106,0.956018113,0.430512805,0.955969058,648,6,3,624078,,,,,,
624128,4.063,3.718,0.345,6,0.430821892,0.956024144,0.430769462,0.956011613,649_16,6,3,624128,,,,,,
624128,3.718,3.647,0.071,6,0.430769462,0.956011613,0.430758257,0.956011273,649_15,6,3,624128,,,,,,
624128,3.647,3.574,0.073,6,0.430758257,0.956011273,0.430746746,0.956010919,649_14,6,3,624128,,,,,,
624128,3.574,3.506,0.068,6,0.430746746,0.956010919,0.430736052,0.956010593,649_13,6,3,624128,,,,,,
624128,3.506,3.435,0.071,6,0.430736052,0.956010593,0.430724908,0.956010273,649_12,6,3,624128,,,,,,
624128,3.435,3.36,0.075,6,0.430724908,0.956010273,0.430713127,0.956009914,649_11,6,3,624128,,,,,,
624128,3.36,2.976,0.384,6,0.430713127,0.956009914,0.430655837,0.955994762,649_10,6,3,624128,,,,,,
624128,2.976,2.561,0.415,6,0.430655837,0.955994762,0.430603968,0.95595108,649_9,6,3,624128,,,,,,
624128,2.561,2.299,0.262,6,0.430603968,0.95595108,0.4305713,0.955923526,649_8,6,3,624128,,,,,,
624128,2.299,2.036,0.263,6,0.4305713,0.955923526,0.430538504,0.955895878,649_7,6,3,624128,,,,,,
624128,2.036,1.612,0.424,6,0.430538504,0.955895878,0.430484076,0.955853464,649_6,6,3,624128,,,,,,
624128,1.612,1.232,0.38,6,0.430484076,0.955853464,0.430434733,0.955816274,649_5,6,3,624128,,,,,,
624128,1.232,1.154,0.078,6,0.430434733,0.955816274,0.430424675,0.955808691,649_4,6,3,624128,,,,,,
624128,1.154,0.821,0.333,6,0.430424675,0.955808691,0.430381512,0.955776168,649_3,6,3,624128,,,,,,
624128,0.821,0.476,0.345,6,0.430381512,0.955776168,0.430336765,0.955742455,649_2,6,3,624128,,,,,,
624128,0.476,0,0.476,6,0.430336765,0.955742455,0.430274984,0.955695926,649_1,6,3,624128,,,,,,
624238,0.94,0.525,0.415,6,0.430668446,0.955976799,0.430616637,0.955933119,650_3,6,3,624238,,,,,,
624238,0.525,0.262,0.263,6,0.430616637,0.955933119,0.430583801,0.955905427,650_2,6,3,624238,,,,,,
624238,0.262,0,0.262,6,0.430583801,0.955905427,0.4305511,0.95587797,650_1,6,3,624238,,,,,,
624508,1.136,0.875,0.261,6,0.430528176,0.955783801,0.430494978,0.955766608,651-1_6,6,3,624508,,,,,,
624508,0.875,0.757,0.118,6,0.430494978,0.955766608,0.430479631,0.955755043,651-1_5,6,3,624508,,,,,,
624508,0.757,0.646,0.111,6,0.430479631,0.955755043,0.43046519,0.955744157,651-1_4,6,3,624508,,,,,,
624508,0.646,0.421,0.225,6,0.43046519,0.955744157,0.430490404,0.955738023,651-1_3,6,3,624508,,,,,,
624508,0.421,0.303,0.118,6,0.430490404,0.955738023,0.430505716,0.95574957,651-1_2,6,3,624508,,,,,,
624508,0.303,0,0.303,6,0.430505716,0.95574957,0.43052846,0.955783352,651-1_1,6,3,624508,,,,,,
624518,1.59,1.55,0.04,6,0.43046519,0.955744157,0.430461615,0.955749837,651_4,6,3,624518,,,,,,
624518,1.55,1.412,0.138,6,0.430461615,0.955749837,0.430449254,0.955769452,651_3,6,3,624518,,,,,,
624518,1.412,1.274,0.138,6,0.430449254,0.955769452,0.430436893,0.955789101,651_2,6,3,624518,,,,,,
624518,1.274,1.136,0.138,6,0.430436893,0.955789101,0.430424675,0.955808691,651_1,6,3,624518,,,,,,
624608,0.414,0.276,0.138,6,0.430471691,0.955757433,0.430459391,0.955777091,652_3,6,3,624608,,,,,,
624608,0.276,0.138,0.138,6,0.430459391,0.955777091,0.43044705,0.955796689,652_2,6,3,624608,,,,,,
624608,0.138,0,0.138,6,0.43044705,0.955796689,0.430434733,0.955816274,652_1,6,3,624608,,,,,,
624658,0.138,0,0.138,6,0.430489077,0.955799456,0.430476775,0.955819065,654,6,3,624658,,,,,,
624678,0.138,0,0.138,6,0.430517522,0.955820891,0.430505197,0.955840492,655,6,3,624678,,,,,,
624688,0.273,0.17,0.103,6,0.430335577,0.955805604,0.430326442,0.955820272,656_5,6,3,624688,,,,,,
624688,0.17,0.143,0.027,6,0.430326442,0.955820272,0.43032404,0.955824091,656_4,6,3,624688,,,,,,
624688,0.143,0.067,0.076,6,0.43032404,0.955824091,0.430317223,0.955834897,656_3,6,3,624688,,,,,,
624688,0.067,0.018,0.049,6,0.430317223,0.955834897,0.430312852,0.955841808,656_2,6,3,624688,,,,,,
624688,0.018,0,0.018,6,0.430312852,0.955841808,0.430311262,0.955844303,656_1,6,3,624688,,,,,,
624698,0.138,0,0.138,6,0.430391113,0.955725591,0.430378867,0.955745249,6562,6,3,624698,,,,,,
624708,0.138,0,0.138,6,0.430419561,0.95574706,0.430407227,0.955766651,6563,6,3,624708,,,,,,
624718,0.255,0.125,0.13,6,0.430353072,0.955818787,0.430341473,0.955837218,6564_2,6,3,624718,,,,,,
624718,0.125,0,0.125,6,0.430341473,0.955837218,0.430330321,0.955854979,6564_1,6,3,624718,,,,,,
624728,0.12,0,0.12,6,0.430505716,0.95574957,0.430494978,0.955766608,6566,6,3,624728,,,,,,
624738,0.402,0.255,0.147,6,0.430415962,0.95583548,0.430402933,0.955856363,6568_3,6,3,624738,,,,,,
624738,0.255,0.125,0.13,6,0.430402933,0.955856363,0.43039134,0.955874764,6568_2,6,3,624738,,,,,,
624738,0.125,0,0.125,6,0.43039134,0.955874764,0.430380163,0.955892548,6568_1,6,3,624738,,,,,,
624748,1.229,0.855,0.374,6,0.430483637,0.955944378,0.43043506,0.955907774,658_4,6,3,624748,,,,,,
624748,0.855,0.518,0.337,6,0.43043506,0.955907774,0.43039134,0.955874764,658_3,6,3,624748,,,,,,
624748,0.518,0.134,0.384,6,0.43039134,0.955874764,0.430341473,0.955837218,658_2,6,3,624748,,,,,,
624748,0.134,0,0.134,6,0.430341473,0.955837218,0.43032404,0.955824091,658_1,6,3,624748,,,,,,
624758,0.558,0.423,0.135,6,0.430312034,0.955637869,0.430299666,0.955656732,659_4,6,3,624758,,,,,,
624758,0.423,0.285,0.138,6,0.430299666,0.955656732,0.430287352,0.955676275,659_3,6,3,624758,,,,,,
624758,0.285,0.147,0.138,6,0.430287352,0.955676275,0.430274984,0.955695926,659_2,6,3,624758,,,,,,
624758,0.147,0,0.147,6,0.430274984,0.955695926,0.43026185,0.955716754,659_1,6,3,624758,,,,,,
624768,0.422,0.263,0.159,6,0.430579008,0.95583832,0.430563766,0.955859973,660_3,6,3,624768,,,,,,
624768,0.263,0.131,0.132,6,0.430563766,0.955859973,0.4305511,0.95587797,660_2,6,3,624768,,,,,,
624768,0.131,0,0.131,6,0.4305511,0.95587797,0.430538504,0.955895878,660_1,6,3,624768,,,,,,
624778,0.338,0,0.338,6,0.430713127,0.956009914,0.430714786,0.955951682,662,6,3,624778,,,,,,
624788,1.506,1.157,0.349,6,0.430748404,0.955950803,0.430746746,0.956010919,663_4,6,3,624788,,,,,,
624788,1.157,0.748,0.409,6,0.430746746,0.956010919,0.430734243,0.956070293,663_3,6,3,624788,,,,,,
624788,0.748,0.337,0.411,6,0.430734243,0.956070293,0.430724908,0.956010273,663_2,6,3,624788,,,,,,
624788,0.337,0,0.337,6,0.430724908,0.956010273,0.430726613,0.955952121,663_1,6,3,624788,,,,,,
624798,0.683,0.346,0.337,6,0.430737839,0.955952499,0.430736052,0.956010593,665_2,6,3,624798,,,,,,
624798,0.346,0,0.346,6,0.430736052,0.956010593,0.430734243,0.956070293,665_1,6,3,624798,,,,,,
624868,0.902,0.757,0.145,6,0.430761513,0.955920425,0.430759968,0.955945283,668_3,6,3,624868,,,,,,
624868,0.757,0.374,0.383,6,0.430759968,0.955945283,0.430758257,0.956011273,668_2,6,3,624868,,,,,,
624868,0.374,0,0.374,6,0.430758257,0.956011273,0.430756604,0.956075777,668_1,6,3,624868,,,,,,
624888,0.295,0.22,0.075,6,0.430714786,0.955951682,0.430726613,0.955952121,670_4,6,3,624888,,,,,,
624888,0.22,0.149,0.071,6,0.430726613,0.955952121,0.430737839,0.955952499,670_3,6,3,624888,,,,,,
624888,0.149,0.08,0.069,6,0.430737839,0.955952499,0.430748404,0.955950803,670_2,6,3,624888,,,,,,
624888,0.08,0,0.08,6,0.430748404,0.955950803,0.430759968,0.955945283,670_1,6,3,624888,,,,,,
624898,0.081,0,0.081,6,0.430532565,0.955786425,0.430525369,0.955797886,6702,6,3,624898,,,,,,
625418,0.253,0,0.253,6,0.430531366,0.955595222,0.43050864,0.955631148,6994,6,3,625418,,,,,,
625428,0.26,0,0.26,6,0.430646265,0.955735421,0.430622983,0.955772357,6995,6,3,625428,,,,,,
626118,0.559,0.386,0.173,6,0.430759782,0.955832662,0.430749906,0.955836504,7536_3,6,3,626118,,,,,,
626118,0.386,0.263,0.123,6,0.430749906,0.955836504,0.430734712,0.955824382,7536_2,6,3,626118,,,,,,
626118,0.263,0,0.263,6,0.430734712,0.955824382,0.430715266,0.955789261,7536_1,6,3,626118,,,,,,
626158,0.392,0.319,0.073,6,0.430895604,0.955862351,0.430885823,0.95585559,7561_4,6,3,626158,,,,,,
626158,0.319,0.113,0.206,6,0.430885823,0.95585559,0.430858463,0.955836577,7561_3,6,3,626158,,,,,,
626158,0.113,0.037,0.076,6,0.430858463,0.955836577,0.430848391,0.955829537,7561_2,6,3,626158,,,,,,
626158,0.037,0,0.037,6,0.430848391,0.955829537,0.430843411,0.955826074,7561_1,6,3,626158,,,,,,
626368,0.1,0,0.1,6,0.430769872,0.955994357,0.430769462,0.956011613,7620,6,3,626368,,,,,,
626488,0.677,0.448,0.229,6,0.430534931,0.955862851,0.430505197,0.955840492,7796_3,6,3,626488,,,,,,
626488,0.448,0.229,0.219,6,0.430505197,0.955840492,0.430476775,0.955819065,7796_2,6,3,626488,,,,,,
626488,0.229,0,0.229,6,0.430476775,0.955819065,0.43044705,0.955796689,7796_1,6,3,626488,,,,,,
626498,0.966,0.94,0.026,6,0.430684372,0.95596157,0.430681079,0.955958829,7797_4,6,3,626498,,,,,,
626498,0.94,0.525,0.415,6,0.430681079,0.955958829,0.430629285,0.955915167,7797_3,6,3,626498,,,,,,
626498,0.525,0.27,0.255,6,0.430629285,0.955915167,0.43059748,0.955888342,7797_2,6,3,626498,,,,,,
626498,0.27,0,0.27,6,0.43059748,0.955888342,0.430563766,0.955859973,7797_1,6,3,626498,,,,,,
626508,2.269,2.052,0.217,6,0.430607132,0.95585945,0.430579008,0.95583832,7798_7,6,3,626508,,,,,,
626508,2.052,1.639,0.413,6,0.430579008,0.95583832,0.430525369,0.955797886,7798_6,6,3,626508,,,,,,
626508,1.639,1.225,0.414,6,0.430525369,0.955797886,0.430471691,0.955757433,7798_5,6,3,626508,,,,,,
626508,1.225,1.147,0.078,6,0.430471691,0.955757433,0.430461615,0.955749837,7798_4,6,3,626508,,,,,,
626508,1.147,0.808,0.339,6,0.430461615,0.955749837,0.430417657,0.955716695,7798_3,6,3,626508,,,,,,
626508,0.808,0.47,0.338,6,0.430417657,0.955716695,0.430373762,0.955683585,7798_2,6,3,626508,,,,,,
626508,0.47,0,0.47,6,0.430373762,0.955683585,0.43031263,0.955637835,7798_1,6,3,626508,,,,,,
626978,1.479,0.986,0.493,6,0.430335284,0.955946333,0.430318972,0.955863625,7983_3,6,3,626978,,,,,,
626978,0.986,0.493,0.493,6,0.430318972,0.955863625,0.430268024,0.955800275,7983_2,6,3,626978,,,,,,
626978,0.493,0,0.493,6,0.430268024,0.955800275,0.430269679,0.95572521,7983_1,6,3,626978,,,,,,
626998,0.12,0,0.12,6,0.430490404,0.955738023,0.430479631,0.955755043,8080,6,3,626998,,,,,,
627498,0.282,0.263,0.019,6,0.430682914,0.955956222,0.430681079,0.955958829,8491_3,6,3,627498,,,,,,
627498,0.263,0.131,0.132,6,0.430681079,0.955958829,0.430668446,0.955976799,8491_2,6,3,627498,,,,,,
627498,0.131,0,0.131,6,0.430668446,0.955976799,0.430655837,0.955994762,8491_1,6,3,627498,,,,,,
627618,0.137,0,0.137,6,0.430734712,0.955824382,0.4307228,0.955843829,8543,6,3,627618,,,,,,
628648,1.75,1.519,0.231,6,0.430780289,0.955694169,0.430750501,0.955671415,8904_10,6,3,628648,,,,,,
628648,1.519,1.289,0.23,6,0.430750501,0.955671415,0.430720649,0.955648894,8904_9,6,3,628648,,,,,,
628648,1.289,1.155,0.134,6,0.430720649,0.955648894,0.43070323,0.955635738,8904_8,6,3,628648,,,,,,
628648,1.155,0.925,0.23,6,0.43070323,0.955635738,0.430673496,0.955613199,8904_7,6,3,628648,,,,,,
628648,0.925,0.694,0.231,6,0.430673496,0.955613199,0.430643598,0.955590563,8904_6,6,3,628648,,,,,,
628648,0.694,0.56,0.134,6,0.430643598,0.955590563,0.430626252,0.955577408,8904_5,6,3,628648,,,,,,
628648,0.56,0.47,0.09,6,0.430626252,0.955577408,0.430614562,0.955568561,8904_4,6,3,628648,,,,,,
628648,0.47,0.329,0.141,6,0.430614562,0.955568561,0.430596314,0.955554737,8904_3,6,3,628648,,,,,,
628648,0.329,0.1,0.229,6,0.430596314,0.955554737,0.430566683,0.955532146,8904_2,6,3,628648,,,,,,
628648,0.1,0,0.1,6,0.430566683,0.955532146,0.430553708,0.95552231,8904_1,6,3,628648,,,,,,
628678,0.188,0.102,0.086,6,0.430631465,0.955541859,0.43062375,0.955554046,8905_2,6,3,628678,,,,,,
628678,0.102,0,0.102,6,0.43062375,0.955554046,0.430614562,0.955568561,8905_1,6,3,628678,,,,,,
628688,0.417,0.37,0.047,6,0.430629825,0.955558652,0.43062375,0.955554046,8907_3,6,3,628688,,,,,,
628688,0.37,0.23,0.14,6,0.43062375,0.955554046,0.430605622,0.955540302,8907_2,6,3,628688,,,,,,
628688,0.23,0,0.23,6,0.430605622,0.955540302,0.430575822,0.95551771,8907_1,6,3,628688,,,,,,
628698,0.699,0.652,0.047,6,0.430637539,0.955546465,0.430631465,0.955541859,8909_4,6,3,628698,,,,,,
628698,0.652,0.512,0.14,6,0.430631465,0.955541859,0.430613337,0.955528115,8909_3,6,3,628698,,,,,,
628698,0.512,0.282,0.23,6,0.430613337,0.955528115,0.430583536,0.955505523,8909_2,6,3,628698,,,,,,
628698,0.282,0,0.282,6,0.430583536,0.955505523,0.430553708,0.95552231,8909_1,6,3,628698,,,,,,
629938,2.104,1.711,0.393,6,0.430529919,0.95556353,0.430495254,0.955619488,9766_9,6,3,629938,,,,,,
629938,1.711,1.6,0.111,6,0.430495254,0.955619488,0.43050864,0.955631148,9766_8,6,3,629938,,,,,,
629938,1.6,1.188,0.412,6,0.43050864,0.955631148,0.430562033,0.9556716,9766_7,6,3,629938,,,,,,
629938,1.188,1.029,0.159,6,0.430562033,0.9556716,0.430582671,0.955687211,9766_6,6,3,629938,,,,,,
629938,1.029,0.8,0.229,6,0.430582671,0.955687211,0.430612361,0.955709684,9766_5,6,3,629938,,,,,,
629938,0.8,0.569,0.231,6,0.430612361,0.955709684,0.430642208,0.955732351,9766_4,6,3,629938,,,,,,
629938,0.569,0.538,0.031,6,0.430642208,0.955732351,0.430646265,0.955735421,9766_3,6,3,629938,,,,,,
629938,0.538,0.412,0.126,6,0.430646265,0.955735421,0.430662551,0.955747768,9766_2,6,3,629938,,,,,,
629938,0.412,0,0.412,6,0.430662551,0.955747768,0.430715843,0.955788261,9766_1,6,3,629938,,,,,,
630008,0.254,0.125,0.129,6,0.430583481,0.95600043,0.43057106,0.956018113,9928_2,6,3,630008,,,,,,
630008,0.125,0,0.125,6,0.43057106,0.956018113,0.430559006,0.956035234,9928_1,6,3,630008,,,,,,
610419,0.616,0.53,0.086,6,0.430613337,0.955528115,0.430605622,0.955540302,2056_4,6,4,610419,,,,,,
610419,0.53,0.428,0.102,6,0.430605622,0.955540302,0.430596314,0.955554737,2056_3,6,4,610419,,,,,,
610419,0.428,0.214,0.214,6,0.430596314,0.955554737,0.430577266,0.955585106,2056_2,6,4,610419,,,,,,
610419,0.214,0,0.214,6,0.430577266,0.955585106,0.430558093,0.955615395,2056_1,6,4,610419,,,,,,
610429,0.336,0.321,0.015,6,0.430831679,0.955911214,0.430829755,0.955909864,2057_5,6,4,610429,,,,,,
610429,0.321,0.245,0.076,6,0.430829755,0.955909864,0.43081965,0.955902798,2057_4,6,4,610429,,,,,,
610429,0.245,0.168,0.077,6,0.43081965,0.955902798,0.430809492,0.955895597,2057_3,6,4,610429,,,,,,
610429,0.168,0.028,0.14,6,0.430809492,0.955895597,0.430790926,0.955882567,2057_2,6,4,610429,,,,,,
610429,0.028,0,0.028,6,0.430790926,0.955882567,0.43078717,0.955879951,2057_1,6,4,610429,,,,,,
610439,0.427,0.213,0.214,6,0.430750501,0.955671415,0.430731313,0.955701825,2058_2,6,4,610439,,,,,,
610439,0.213,0,0.213,6,0.430731313,0.955701825,0.430712137,0.955732044,2058_1,6,4,610439,,,,,,
610449,0.254,0,0.254,6,0.430584756,0.955635634,0.430562033,0.9556716,2059,6,4,610449,,,,,,
610459,0.428,0.214,0.214,6,0.430626252,0.955577408,0.430607074,0.95560765,2061_2,6,4,610459,,,,,,
